structureId	chainId	macromoleculeType	chainLength	experimentalTechnique	resolution	scopDomain	pfam	ligandId	ligandName	source	structureTitle	citation	rObserved	rFree	rWork	spaceGroup
7K93	A	Protein	376	X-ray	2.89	NA	Flavivirus non-structural Protein NS1 (Flavi_NS1)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	dengue virus type 2	DENV2 NS1 in complex with neutralizing 2B7 single chain Fab variable region (scFv)	Biering, S.B., et al. Science (2021)	0.2244	0.2686	0.2227	P 21 21 21
7LKG	F	Protein	15	X-ray	2.02	NA	NA	NA	NA	Plasmodium falciparum 3D7	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7LKG	C	Protein	15	X-ray	2.02	NA	NA	NA	NA	Plasmodium falciparum 3D7	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7LKG	E	Protein	223	X-ray	2.02	NA	NA	NA	NA	Homo sapiens	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7LKG	B	Protein	223	X-ray	2.02	NA	NA	NA	NA	Homo sapiens	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7LKG	D	Protein	233	X-ray	2.02	NA	NA	NA	NA	Homo sapiens	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7LKG	A	Protein	233	X-ray	2.02	NA	NA	NA	NA	Homo sapiens	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.151	Kratochvil, S., et al. Immunity (2021)	0.2148	0.2535	0.2128	P 1
7RXI	A	Protein	66	X-ray	2.15	NA	Thrombospondin type 1 domain (TSP_1)	NA	NA	Plasmodium falciparum 3D7	Fab234 in complex with the C-terminal alpha-TSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2211	0.2647	0.2188	P 41 21 2
7RXI	H	Protein	225	X-ray	2.15	NA	NA	NA	NA	Homo sapiens	Fab234 in complex with the C-terminal alpha-TSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2211	0.2647	0.2188	P 41 21 2
7RXI	L	Protein	214	X-ray	2.15	NA	NA	NA	NA	Homo sapiens	Fab234 in complex with the C-terminal alpha-TSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2211	0.2647	0.2188	P 41 21 2
7S0X	F	Protein	66	X-ray	2.8	NA	Thrombospondin type 1 domain (TSP_1)	NA	NA	Plasmodium falciparum 3D7	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7S0X	E	Protein	66	X-ray	2.8	NA	Thrombospondin type 1 domain (TSP_1)	NA	NA	Plasmodium falciparum 3D7	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7S0X	C	Protein	223	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7S0X	H	Protein	223	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7S0X	D	Protein	213	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7S0X	L	Protein	213	X-ray	2.8	NA	NA	NA	NA	Homo sapiens	Fab352 in complex with the C-terminal alphaTSR domain of P. falciparum	Beutler, N., et al. PLoS Pathog (2022)	0.2275	0.2757	0.225	P 1 21 1
7T25	C	Protein	256	X-ray	2.25	NA	NA	CL (5)	CHLORIDE ION (5)	Borreliella burgdorferi B31	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7T25	E	Protein	256	X-ray	2.25	NA	NA	CL (4)	CHLORIDE ION (4)	Borreliella burgdorferi B31	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7T25	B	Protein	215	X-ray	2.25	NA	NA	CL (7),IOD (2)	CHLORIDE ION (7),IODIDE ION (2)	Homo sapiens	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7T25	L	Protein	215	X-ray	2.25	NA	NA	CL (3),IOD (2),EDO	CHLORIDE ION (3),IODIDE ION (2),1,2-ETHANEDIOL	Homo sapiens	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7T25	A	Protein	223	X-ray	2.25	NA	NA	CL (4),NAG,IOD	CHLORIDE ION (4),2-acetamido-2-deoxy-beta-D-glucopyranose,IODIDE ION	Homo sapiens	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7T25	H	Protein	223	X-ray	2.25	NA	NA	CL (6),NAG	CHLORIDE ION (6),2-acetamido-2-deoxy-beta-D-glucopyranose	Homo sapiens	OspA-Fab 319-44 complex structure	Rudolph, M.J. To be published 	0.1933	0.2326	0.1912	C 1 2 1
7TL0	O	Protein	216	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	M	Protein	216	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	K	Protein	216	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	N	Protein	228	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	L	Protein	228	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	J	Protein	228	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	I	Protein	214	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	G	Protein	214	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	E	Protein	214	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	H	Protein	224	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	F	Protein	224	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	D	Protein	224	EM	3.06	NA	NA	NA	NA	Homo sapiens	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	C	Protein	551	EM	3.06	NA	Fusion glycoprotein F0 (Fusion_gly)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	human metapneumovirus	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	B	Protein	551	EM	3.06	NA	Fusion glycoprotein F0 (Fusion_gly)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	human metapneumovirus	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7TL0	A	Protein	551	EM	3.06	NA	Fusion glycoprotein F0 (Fusion_gly)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	human metapneumovirus	Cryo-EM structure of hMPV preF bound by Fabs MPE8 and SAN32-2	Rush, S.A., et al. Cell Rep (2022)	NA	NA	NA	NA
7UFN	F	Protein	15	X-ray	2.2	NA	NA	NA	NA	Plasmodium falciparum	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7UFN	E	Protein	15	X-ray	2.2	NA	NA	NA	NA	Plasmodium falciparum	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7UFN	D	Protein	220	X-ray	2.2	NA	NA	SO4	SULFATE ION	Homo sapiens	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7UFN	C	Protein	220	X-ray	2.2	NA	NA	SO4 (2)	SULFATE ION (2)	Homo sapiens	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7UFN	A	Protein	226	X-ray	2.2	NA	NA	NA	NA	Homo sapiens	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7UFN	B	Protein	226	X-ray	2.2	NA	NA	SO4 (2)	SULFATE ION (2)	Homo sapiens	Structure of PfCSP peptide 21 with antibody P3-21	Tripathi, P., et al. To be published 	0.1662	0.2042	0.1641	P 1 21 1
7USR	A	Protein	306	X-ray	1.93	NA	Sexual stage antigen s48/45 domain (s48_45)	NA	NA	Plasmodium falciparum 3D7	Plasmodium falciparum protein Pfs230 D1D2 - Structure of the first two 6-cysteine domains	Dietrich, M.H., et al. Biochem J (2022)	0.166	0.2051	0.1635	P 43
7UVQ	E	Protein	215	X-ray	3.29	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by RUPA-97 and 15C5 Fabs	Ivanochko, D., et al. Immunity (2023)	0.2178	0.2635	0.2154	P 62
7UVQ	D	Protein	227	X-ray	3.29	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by RUPA-97 and 15C5 Fabs	Ivanochko, D., et al. Immunity (2023)	0.2178	0.2635	0.2154	P 62
7UVQ	C	Protein	221	X-ray	3.29	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by RUPA-97 and 15C5 Fabs	Ivanochko, D., et al. Immunity (2023)	0.2178	0.2635	0.2154	P 62
7UVQ	B	Protein	213	X-ray	3.29	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by RUPA-97 and 15C5 Fabs	Ivanochko, D., et al. Immunity (2023)	0.2178	0.2635	0.2154	P 62
7UVQ	A	Protein	199	X-ray	3.29	NA	NA	NA	NA	Plasmodium falciparum	Pfs230 domain 1 bound by RUPA-97 and 15C5 Fabs	Ivanochko, D., et al. Immunity (2023)	0.2178	0.2635	0.2154	P 62
7UVS	A	Protein	226	X-ray	2.06	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7UVS	D	Protein	226	X-ray	2.06	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7UVS	B	Protein	221	X-ray	2.06	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7UVS	E	Protein	221	X-ray	2.06	NA	NA	NA	NA	Homo sapiens	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7UVS	C	Protein	199	X-ray	2.06	NA	NA	NA	SODIUM ION	Plasmodium falciparum	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7UVS	F	Protein	199	X-ray	2.06	NA	NA	NA	NA	Plasmodium falciparum	Pfs230 domain 1 bound by LMIV230-02 Fab	Ivanochko, D., et al. Immunity (2023)	0.1752	0.2148	0.1743	C 1 2 1
7V5J	E	Protein	222	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	G	Protein	222	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	I	Protein	222	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	F	Protein	212	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	H	Protein	212	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	D	Protein	212	EM	2.8	NA	NA	NA	NA	Homo sapiens	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	C	Protein	1189	EM	2.8	NA	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	NA	NA	Human betacoronavirus 2c EMC/2012	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	B	Protein	1189	EM	2.8	NA	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	NA	NA	Human betacoronavirus 2c EMC/2012	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
7V5J	A	Protein	1189	EM	2.8	NA	Betacoronavirus spike glycoprotein S1, receptor binding (bCoV_S1_RBD)	NA	NA	Human betacoronavirus 2c EMC/2012	MERS S ectodomain trimer in complex with neutralizing antibody 0722(state 2)	Wang, X., et al. To be published 	NA	NA	NA	NA
8D01	B	Protein	213	X-ray	2.46	NA	NA	NA	NA	Macaca mulatta	The domain-swaped dimer of the HIV-1 CD4bs targeting antibody 21N13	Caniels, T.G., et al. Sci Immunol (2024)	0.1911	0.2289	0.1891	C 1 2 1
8D01	L	Protein	213	X-ray	2.46	NA	NA	NA	NA	Macaca mulatta	The domain-swaped dimer of the HIV-1 CD4bs targeting antibody 21N13	Caniels, T.G., et al. Sci Immunol (2024)	0.1911	0.2289	0.1891	C 1 2 1
8D01	A	Protein	225	X-ray	2.46	NA	NA	NA	NA	Macaca mulatta	The domain-swaped dimer of the HIV-1 CD4bs targeting antibody 21N13	Caniels, T.G., et al. Sci Immunol (2024)	0.1911	0.2289	0.1891	C 1 2 1
8D01	H	Protein	225	X-ray	2.46	NA	NA	NA	NA	Macaca mulatta	The domain-swaped dimer of the HIV-1 CD4bs targeting antibody 21N13	Caniels, T.G., et al. Sci Immunol (2024)	0.1911	0.2289	0.1891	C 1 2 1
8DWW	T	Protein	151	EM	3.13	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	S	Protein	151	EM	3.13	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	Q	Protein	151	EM	3.13	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	R	Protein	151	EM	3.13	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	P	Protein	419	EM	3.13	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	O	Protein	419	EM	3.13	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	M	Protein	419	EM	3.13	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	N	Protein	419	EM	3.13	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	Y	Protein	106	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	W	Protein	106	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	U	Protein	106	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	L	Protein	106	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	Z	Protein	119	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	X	Protein	119	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	V	Protein	119	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	H	Protein	119	EM	3.13	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	D	Protein	439	EM	3.13	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	C	Protein	439	EM	3.13	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	A	Protein	439	EM	3.13	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWW	B	Protein	439	EM	3.13	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.A08 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	Z	Protein	128	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	X	Protein	128	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	V	Protein	128	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	H	Protein	128	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	Y	Protein	107	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	W	Protein	107	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	U	Protein	107	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	L	Protein	107	EM	3.27	NA	NA	NA	NA	Homo sapiens	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	T	Protein	151	EM	3.27	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	S	Protein	151	EM	3.27	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	R	Protein	151	EM	3.27	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	Q	Protein	151	EM	3.27	NA	Alphavirus core protein (Peptidase_S3)	NA	NA	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	P	Protein	419	EM	3.27	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	O	Protein	419	EM	3.27	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	N	Protein	419	EM	3.27	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	M	Protein	419	EM	3.27	NA	Alphavirus E2 glycoprotein (Alpha_E2_glycop)	NAG (2)	2-acetamido-2-deoxy-beta-D-glucopyranose (2)	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	D	Protein	439	EM	3.27	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	C	Protein	439	EM	3.27	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
8DWX	B	Protein	439	EM	3.27	NA	Alphavirus E1 glycoprotein (Alpha_E1_glycop)	NAG	2-acetamido-2-deoxy-beta-D-glucopyranose	Chikungunya virus strain Senegal 37997	Chikungunya VLP in complex with neutralizing Fab 506.C01 (asymmetric unit)	Raju, S., et al. Sci Transl Med (2023)	NA	NA	NA	NA
